,Nombre,Entidad,PIA,PIM,Certificacion,Compromiso anual,Atencion compromiso mensual,Devengado,Girado,Avance
0,2,440: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,131348034,225941090,211528875,182147936,133781422,131911234,128932865,58.4
1,2,441: GOBIERNO REGIONAL DEL DEPARTAMENTO DE ANCASH,191045972,294874940,275789861,204348710,187918992,157287855,146106191,53.3
2,2,442: GOBIERNO REGIONAL DEL DEPARTAMENTO DE APURIMAC,168996300,249611765,189149585,151190132,147623374,129496649,124511583,51.9
3,2,443: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA,502623548,669036833,412831626,349866194,349311630,329466100,323395749,49.2
4,2,444: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AYACUCHO,222412991,443429776,408895410,337985173,254799863,234518331,228516805,52.9
5,2,445: GOBIERNO REGIONAL DEL DEPARTAMENTO DE CAJAMARCA,287773312,507804002,498375034,365721580,203605967,175181569,166666636,34.5
6,2,446: GOBIERNO REGIONAL DEL DEPARTAMENTO DE CUSCO,436511305,462938884,432168566,366743126,355057573,331200757,322125702,71.5
7,2,447: GOBIERNO REGIONAL DEL DEPARTAMENTO DE HUANCAVELICA,87524778,271352506,259015183,212628726,118841015,115605742,114034095,42.6
8,2,448: GOBIERNO REGIONAL DEL DEPARTAMENTO DE HUANUCO,171430294,257148171,237002871,230578394,203423723,179513954,176265207,69.8
9,2,449: GOBIERNO REGIONAL DEL DEPARTAMENTO DE ICA,223244393,173358493,136114363,125390608,119304297,94630922,94561121,54.6
10,2,450: GOBIERNO REGIONAL DEL DEPARTAMENTO DE JUNIN,279446190,412664468,371047779,268099137,183614209,168560299,161296624,40.8
11,2,451: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LA LIBERTAD,322961404,180403653,168286649,146441785,100813251,98933918,95984899,54.8
12,2,452: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LAMBAYEQUE,83270332,109333870,103878940,95678762,78336083,66651560,65587169,61.0
13,2,453: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LORETO,128780489,507886530,507237087,462096044,398119793,382970386,325839510,75.4
14,2,454: GOBIERNO REGIONAL DEL DEPARTAMENTO DE MADRE DE DIOS,83538329,94891104,88704715,81180434,76747814,68752554,64382708,72.5
15,2,455: GOBIERNO REGIONAL DEL DEPARTAMENTO DE MOQUEGUA,95506627,112928707,107113214,98651182,96747455,86570212,85231245,76.7
16,2,456: GOBIERNO REGIONAL DEL DEPARTAMENTO DE PASCO,142915570,268271305,249532081,119391161,117863191,116065204,109256618,43.3
17,2,457: GOBIERNO REGIONAL DEL DEPARTAMENTO DE PIURA,334612039,717247634,679610506,594834841,427242357,355956020,350050310,49.6
18,2,458: GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO,153313075,287317534,204663202,102450750,97828539,90306694,89283049,31.4
19,2,459: GOBIERNO REGIONAL DEL DEPARTAMENTO DE SAN MARTIN,95278609,119312958,118391125,107455363,97779585,92363687,90508563,77.4
20,2,460: GOBIERNO REGIONAL DEL DEPARTAMENTO DE TACNA,165260924,179943173,153713297,130033868,126872476,124532132,123813674,69.2
21,2,461: GOBIERNO REGIONAL DEL DEPARTAMENTO DE TUMBES,50027259,113937461,104320216,84257055,83277546,45894138,45632421,40.3
22,2,462: GOBIERNO REGIONAL DEL DEPARTAMENTO DE UCAYALI,164953187,241695305,223806528,202708587,171884324,167071838,144958467,69.1
23,2,463: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LIMA,115324118,151320257,138438075,119887451,110830270,105713410,99490321,69.9
24,2,464: GOBIERNO REGIONAL DE LA PROVINCIA CONSTITUCIONAL DEL CALLAO,55523959,92274372,90953709,53027060,41721343,40586858,39697996,44.0
25,2,465: MUNICIPALIDAD METROPOLITANA DE LIMA,24649522,101710212,91028425,84137360,83769108,50243491,50243491,49.4
0,3,440: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,5157612,38708788,36278773,30472299,30472299,21182747,21182747,54.7
1,3,441: GOBIERNO REGIONAL DEL DEPARTAMENTO DE ANCASH,0,40236708,4594645,3199020,3199020,2572606,2572606,6.4
