,Nombre,Entidad,PIA,PIM,Certificacion,Compromiso anual,Atencion compromiso mensual,Devengado,Girado,Avance
0,2,440: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,131348034,224974164,208456531,155500698,130420089,129764627,124882190,57.7
1,2,441: GOBIERNO REGIONAL DEL DEPARTAMENTO DE ANCASH,191045972,296248859,271251441,189115464,177736500,151499882,141230869,51.1
2,2,442: GOBIERNO REGIONAL DEL DEPARTAMENTO DE APURIMAC,168996300,250155670,184907543,141135092,137440333,124637593,122338980,49.8
3,2,443: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA,502623548,656968131,410473933,345260902,344883826,324312423,318653596,49.4
4,2,444: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AYACUCHO,222412991,441406266,407615494,345667879,247599646,226211547,213846282,51.2
5,2,445: GOBIERNO REGIONAL DEL DEPARTAMENTO DE CAJAMARCA,287773312,508213232,496177145,348329496,193039351,166060424,161620489,32.7
6,2,446: GOBIERNO REGIONAL DEL DEPARTAMENTO DE CUSCO,436511305,459921616,426875765,360273697,345971033,324961653,316895471,70.7
7,2,447: GOBIERNO REGIONAL DEL DEPARTAMENTO DE HUANCAVELICA,87524778,271929399,255845883,212195914,98724632,95894930,95252698,35.3
8,2,448: GOBIERNO REGIONAL DEL DEPARTAMENTO DE HUANUCO,171430294,257125671,236784790,220800459,192630997,174706220,170867684,67.9
9,2,449: GOBIERNO REGIONAL DEL DEPARTAMENTO DE ICA,223244393,173391351,136344797,125369021,119295117,92224443,91582842,53.2
10,2,450: GOBIERNO REGIONAL DEL DEPARTAMENTO DE JUNIN,279446190,413205366,364019698,258760295,172826665,158731282,153107342,38.4
11,2,451: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LA LIBERTAD,322961404,180459513,168252235,146435848,100271567,95049625,91219073,52.7
12,2,452: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LAMBAYEQUE,83270332,108677932,105074764,97461829,76379840,63170298,60087031,58.1
13,2,453: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LORETO,128780489,508686172,505276379,454886700,396019990,376305815,313822294,74.0
14,2,454: GOBIERNO REGIONAL DEL DEPARTAMENTO DE MADRE DE DIOS,83538329,95058104,87397713,77762759,73334324,67015031,63755524,70.5
15,2,455: GOBIERNO REGIONAL DEL DEPARTAMENTO DE MOQUEGUA,95506627,112705398,105734142,95083801,92452767,84354903,83616410,74.8
16,2,456: GOBIERNO REGIONAL DEL DEPARTAMENTO DE PASCO,142915570,268359357,250525924,119446638,116612754,116002543,106645569,43.2
17,2,457: GOBIERNO REGIONAL DEL DEPARTAMENTO DE PIURA,334612039,717236770,679477429,594701764,425225704,351626358,339113737,49.0
18,2,458: GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO,153313075,287234159,208024716,101035053,97029996,89647459,88067976,31.2
19,2,459: GOBIERNO REGIONAL DEL DEPARTAMENTO DE SAN MARTIN,95278609,119312958,118027951,105931693,96672600,91491633,90328424,76.7
20,2,460: GOBIERNO REGIONAL DEL DEPARTAMENTO DE TACNA,165260924,175781558,154002361,127112800,122218931,121100444,120864700,68.9
21,2,461: GOBIERNO REGIONAL DEL DEPARTAMENTO DE TUMBES,50027259,113989871,104276131,84221654,83277546,45619282,44903387,40.0
22,2,462: GOBIERNO REGIONAL DEL DEPARTAMENTO DE UCAYALI,164953187,243188911,224461376,196465058,168572008,164497496,140027471,67.6
23,2,463: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LIMA,115324118,151570780,133841159,114897338,105147690,98830801,97336708,65.2
24,2,464: GOBIERNO REGIONAL DE LA PROVINCIA CONSTITUCIONAL DEL CALLAO,55523959,92274372,90953709,53027060,40938455,40459696,39457709,43.8
25,2,465: MUNICIPALIDAD METROPOLITANA DE LIMA,24649522,101637313,91297672,80829172,80416795,47635021,47635021,46.9
0,3,440: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,5157612,38725468,36375071,30382466,30382466,21182747,20535427,54.7
1,3,441: GOBIERNO REGIONAL DEL DEPARTAMENTO DE ANCASH,0,40229359,4578877,3183350,3171956,2561596,2561596,6.4
2,3,442: GOBIERNO REGIONAL DEL DEPARTAMENTO DE APURIMAC,5327868,29327595,22537132,13523095,13438906,9307273,8669788,31.7
3,3,443: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA,20254509,58525672,46208371,32773352,32758458,28057107,28031145,47.9
4,3,444: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AYACUCHO,20353762,34780952,30818811,30200385,30199099,22127831,22077292,63.6
5,3,445: GOBIERNO REGIONAL DEL DEPARTAMENTO DE CAJAMARCA,0,14396275,13247472,9143417,9143417,8692692,8665298,60.4
6,3,446: GOBIERNO REGIONAL DEL DEPARTAMENTO DE CUSCO,957158,59520838,48157610,40031423,39688901,25629201,24496535,43.1
7,3,447: GOBIERNO REGIONAL DEL DEPARTAMENTO DE HUANCAVELICA,21118779,21035281,17636496,10364422,10046722,8362182,7906598,39.8
8,3,448: GOBIERNO REGIONAL DEL DEPARTAMENTO DE HUANUCO,24832996,52811836,14909594,13573433,13473581,8658235,8650971,16.4
9,3,449: GOBIERNO REGIONAL DEL DEPARTAMENTO DE ICA,18551123,56121880,27496062,18049266,18038666,16126294,15237614,28.7
10,3,450: GOBIERNO REGIONAL DEL DEPARTAMENTO DE JUNIN,5131305,73086347,60262544,30023084,30023084,29744952,19200967,40.7
11,3,451: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LA LIBERTAD,2870054,48367643,46426898,37322315,31869348,29520873,29437863,61.0
12,3,452: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LAMBAYEQUE,1873000,30004279,26011309,18489056,14541165,6204192,4546809,20.7
13,3,453: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LORETO,0,35016086,34830483,20849996,20775537,15341715,12379052,43.8
14,3,454: GOBIERNO REGIONAL DEL DEPARTAMENTO DE MADRE DE DIOS,9686998,14097407,11979210,9603020,9559888,6504256,6009400,46.1
15,3,455: GOBIERNO REGIONAL DEL DEPARTAMENTO DE MOQUEGUA,578213,25374873,23210497,20485194,20422260,18937893,18900412,74.6
16,3,456: GOBIERNO REGIONAL DEL DEPARTAMENTO DE PASCO,0,2984622,2845173,2274897,2274897,2206427,2198092,73.9
17,3,457: GOBIERNO REGIONAL DEL DEPARTAMENTO DE PIURA,14264703,34307117,32448806,21795044,21788934,21365805,17230433,62.3
18,3,458: GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO,226259,78548676,70033622,29088419,11355019,6880252,6880252,8.8
19,3,459: GOBIERNO REGIONAL DEL DEPARTAMENTO DE SAN MARTIN,7478325,38821462,38081471,30834264,30810264,25112961,25091209,64.7
20,3,460: GOBIERNO REGIONAL DEL DEPARTAMENTO DE TACNA,0,44298671,40002173,4026033,4024374,2445955,2403823,5.5
21,3,461: GOBIERNO REGIONAL DEL DEPARTAMENTO DE TUMBES,15857116,28474286,26567188,6773703,6745603,6201710,6201710,21.8
22,3,462: GOBIERNO REGIONAL DEL DEPARTAMENTO DE UCAYALI,33912024,21252446,18754021,17468712,17468712,12576878,11942494,59.2
