,Nombre,Entidad,PIA,PIM,Certificacion,Compromiso anual,Atencion compromiso mensual,Devengado,Girado,Avance
0,Default,040101-300331: MUNICIPALIDAD PROVINCIAL DE AREQUIPA,4589419,96336189,88561894,80591121,53616935,49569308,49335826,51.5
1,Default,040102-300332: MUNICIPALIDAD DISTRITAL DE ALTO SELVA ALEGRE,31213404,50476764,47342794,40056759,39922685,14383618,13546267,28.5
2,Default,040103-300333: MUNICIPALIDAD DISTRITAL DE CAYMA,8015006,38499592,37262563,32265948,32248588,24100590,23734424,62.6
3,Default,040104-300334: MUNICIPALIDAD DISTRITAL DE CERRO COLORADO,33498679,137320499,123088783,111850921,87280025,84306039,83581262,61.4
4,Default,040105-300335: MUNICIPALIDAD DISTRITAL DE CHARACATO,2247590,15180721,14281347,5909505,5512198,4876209,4876209,32.1
5,Default,040106-300336: MUNICIPALIDAD DISTRITAL DE CHIGUATA,914037,3709433,3571325,2692870,2524794,2367271,2204828,63.8
6,Default,040107-300337: MUNICIPALIDAD DISTRITAL DE JACOBO HUNTER,3074089,13106118,12758598,9223071,9047912,7440255,7428802,56.8
7,Default,040108-300338: MUNICIPALIDAD DISTRITAL DE LA JOYA,44696334,69479198,66602535,60110222,59877924,49291346,49008655,70.9
8,Default,040109-300339: MUNICIPALIDAD DISTRITAL DE MARIANO MELGAR,7635142,29428030,23342342,20892676,15086221,14808291,14790291,50.3
9,Default,040110-300340: MUNICIPALIDAD DISTRITAL DE MIRAFLORES,4418330,20127134,16038567,9758729,8229247,7881447,7881447,39.2
10,Default,040111-300341: MUNICIPALIDAD DISTRITAL DE MOLLEBAYA,1274230,10714428,9191884,5282683,5199464,4324714,4148916,40.4
11,Default,040112-300342: MUNICIPALIDAD DISTRITAL DE PAUCARPATA,15604117,51889948,50935974,36692996,34175241,29534481,29327696,56.9
12,Default,040113-300343: MUNICIPALIDAD DISTRITAL DE POCSI,234144,3239973,3216554,2542459,2245727,2243977,2204594,69.3
13,Default,040114-300344: MUNICIPALIDAD DISTRITAL DE POLOBAYA,314320,3071732,2556126,2377039,2377039,2316519,2316519,75.4
14,Default,040115-300345: MUNICIPALIDAD DISTRITAL DE QUEQUE¥A,1601215,4049171,3947060,3062611,2995807,2666232,2603934,65.8
15,Default,040116-300346: MUNICIPALIDAD DISTRITAL DE SABANDIA,1945649,5491662,4491662,1978577,1977377,1664660,1664341,30.3
16,Default,040117-300347: MUNICIPALIDAD DISTRITAL DE SACHACA,2797273,12798468,12622547,11641029,11641029,9952084,9702074,77.8
17,Default,040118-300348: MUNICIPALIDAD DISTRITAL DE SAN JUAN DE SIGUAS,236332,1934148,1617207,253886,253134,238134,231634,12.3
18,Default,040119-300349: MUNICIPALIDAD DISTRITAL DE SAN JUAN DE TARUCANI,989143,7535895,4701428,2837865,2781756,2295154,2193243,30.5
19,Default,040120-300350: MUNICIPALIDAD DISTRITAL DE SANTA ISABEL DE SIGUAS,363130,6063888,4410401,4367818,4349125,2538729,2512944,41.9
20,Default,040121-300351: MUNICIPALIDAD DISTRITAL DE SANTA RITA DE SIGUAS,2382000,10636297,6741486,5114668,5105848,4956219,4949854,46.6
21,Default,040122-300352: MUNICIPALIDAD DISTRITAL DE SOCABAYA,17439012,45329541,39457895,32298006,31014804,21777726,21382277,48.0
22,Default,040123-300353: MUNICIPALIDAD DISTRITAL DE TIABAYA,10641060,19664231,16943105,14671307,13276106,12482961,12359136,63.5
23,Default,040124-300354: MUNICIPALIDAD DISTRITAL DE UCHUMAYO,9696938,44828530,41778438,28323498,23558871,20777666,20066539,46.3
24,Default,040125-300355: MUNICIPALIDAD DISTRITAL DE VITOR,3777512,14529666,10935781,8489322,8434611,7781627,7593169,53.6
25,Default,040126-300356: MUNICIPALIDAD DISTRITAL DE YANAHUARA,629246,5763306,5534537,4555097,4359020,3288501,3026770,57.1
26,Default,040127-300357: MUNICIPALIDAD DISTRITAL DE YARABAMBA,34741074,129547182,78017251,67701323,67490268,39540339,39293926,30.5
27,Default,040128-300358: MUNICIPALIDAD DISTRITAL DE YURA,4861069,48101893,47554336,38096056,37392189,33308978,31153053,69.2
28,Default,040129-300359: MUNICIPALIDAD DISTRITAL DE JOSE LUIS BUSTAMANTE Y RIVERO,3742672,12157187,11417190,5254060,5246543,4420467,4344088,36.4
