,Nombre,Entidad,PIA,PIM,Certificacion,Compromiso anual,Atencion compromiso mensual,Devengado,Girado,Avance
0,Default,040101-300331: MUNICIPALIDAD PROVINCIAL DE AREQUIPA,4589419,96336189,87607774,79182728,53576394,45958507,45721404,47.7
1,Default,040102-300332: MUNICIPALIDAD DISTRITAL DE ALTO SELVA ALEGRE,31213404,50476764,47307794,40056759,39922685,13627994,13546267,27.0
2,Default,040103-300333: MUNICIPALIDAD DISTRITAL DE CAYMA,8015006,38488492,37207878,32265948,32248588,23745154,23726126,61.7
3,Default,040104-300334: MUNICIPALIDAD DISTRITAL DE CERRO COLORADO,33498679,137320499,122761251,111849753,86424015,83427242,83113944,60.8
4,Default,040105-300335: MUNICIPALIDAD DISTRITAL DE CHARACATO,2247590,15180721,14213347,5841505,5444198,4876209,4876209,32.1
5,Default,040106-300336: MUNICIPALIDAD DISTRITAL DE CHIGUATA,914037,3709433,3539778,2689870,2524794,2367271,2195833,63.8
6,Default,040107-300337: MUNICIPALIDAD DISTRITAL DE JACOBO HUNTER,3074089,13005200,12697580,9130711,9055452,7335853,7325083,56.4
7,Default,040108-300338: MUNICIPALIDAD DISTRITAL DE LA JOYA,44696334,69434198,66478181,60056779,59746391,49083393,48666159,70.7
8,Default,040109-300339: MUNICIPALIDAD DISTRITAL DE MARIANO MELGAR,7635142,29428030,23342342,20831566,15086221,14808291,14790291,50.3
9,Default,040110-300340: MUNICIPALIDAD DISTRITAL DE MIRAFLORES,4418330,20127134,16038567,9758729,8229247,7881447,7820273,39.2
10,Default,040111-300341: MUNICIPALIDAD DISTRITAL DE MOLLEBAYA,1274230,10714428,9191884,5280466,5193672,4318821,4129725,40.3
11,Default,040112-300342: MUNICIPALIDAD DISTRITAL DE PAUCARPATA,15604117,51889948,49550613,36580657,34057478,29155580,28900801,56.2
12,Default,040113-300343: MUNICIPALIDAD DISTRITAL DE POCSI,234144,3239973,3216554,2518959,2222227,2220477,2181094,68.5
13,Default,040114-300344: MUNICIPALIDAD DISTRITAL DE POLOBAYA,314320,3071732,2556126,2377039,2377039,2316519,2316519,75.4
14,Default,040115-300345: MUNICIPALIDAD DISTRITAL DE QUEQUE¥A,1601215,4049171,3947060,3062611,2985104,2627691,2559453,64.9
15,Default,040116-300346: MUNICIPALIDAD DISTRITAL DE SABANDIA,1945649,5491662,4491662,1978577,1977377,1664660,1664341,30.3
16,Default,040117-300347: MUNICIPALIDAD DISTRITAL DE SACHACA,2797273,12798468,12622547,11641029,11641029,9949334,9702074,77.7
17,Default,040118-300348: MUNICIPALIDAD DISTRITAL DE SAN JUAN DE SIGUAS,236332,1934148,1617206,246634,246634,231634,231634,12.0
18,Default,040119-300349: MUNICIPALIDAD DISTRITAL DE SAN JUAN DE TARUCANI,989143,6204229,4597907,2827892,2779586,2282174,2142385,36.8
19,Default,040120-300350: MUNICIPALIDAD DISTRITAL DE SANTA ISABEL DE SIGUAS,363130,6028189,4378375,4346233,4327540,2517144,2512944,41.8
20,Default,040121-300351: MUNICIPALIDAD DISTRITAL DE SANTA RITA DE SIGUAS,2382000,10636297,6740086,5114668,5105848,4956219,4920858,46.6
21,Default,040122-300352: MUNICIPALIDAD DISTRITAL DE SOCABAYA,17439012,45329541,39374161,32261570,30786152,21443551,20548465,47.3
22,Default,040123-300353: MUNICIPALIDAD DISTRITAL DE TIABAYA,10641060,19664231,16718099,14600823,13262611,12482961,12357896,63.5
23,Default,040124-300354: MUNICIPALIDAD DISTRITAL DE UCHUMAYO,9696938,44828530,41770638,28165318,22736907,20399124,19869501,45.5
