,Nombre,Entidad,PIA,PIM,Certificacion,Compromiso anual,Atencion compromiso mensual,Devengado,Girado,Avance
0,Default,040101-300331: MUNICIPALIDAD PROVINCIAL DE AREQUIPA,4589419,96353470,93147798,86024257,67560919,67552379,67552379,70.1
1,Default,040102-300332: MUNICIPALIDAD DISTRITAL DE ALTO SELVA ALEGRE,31213404,52477070,48287877,44517912,43184005,22774704,22774704,43.4
2,Default,040103-300333: MUNICIPALIDAD DISTRITAL DE CAYMA,8015006,38499592,37601292,30812055,29736387,29736387,29736387,77.2
3,Default,040104-300334: MUNICIPALIDAD DISTRITAL DE CERRO COLORADO,33498679,137368449,125662588,117894445,93850643,93849969,93849969,68.3
4,Default,040105-300335: MUNICIPALIDAD DISTRITAL DE CHARACATO,2247590,19952789,11784268,8235119,7837811,7785336,7785336,39.0
5,Default,040106-300336: MUNICIPALIDAD DISTRITAL DE CHIGUATA,914037,5947617,2558166,2521033,2519833,2519833,2519833,42.4
6,Default,040107-300337: MUNICIPALIDAD DISTRITAL DE JACOBO HUNTER,3074089,25132839,14513464,10319904,8988317,8988317,8988317,35.8
7,Default,040108-300338: MUNICIPALIDAD DISTRITAL DE LA JOYA,44696334,69139296,67247934,66914658,65121543,64954594,57644411,93.9
8,Default,040109-300339: MUNICIPALIDAD DISTRITAL DE MARIANO MELGAR,7635142,33991197,25740825,23753824,18851887,18851887,18851887,55.5
9,Default,040110-300340: MUNICIPALIDAD DISTRITAL DE MIRAFLORES,4418330,16904058,16752433,16518476,14916874,14728210,14728210,87.1
10,Default,040111-300341: MUNICIPALIDAD DISTRITAL DE MOLLEBAYA,1274230,10916854,10437422,7024863,7022863,7022863,7022863,64.3
11,Default,040112-300342: MUNICIPALIDAD DISTRITAL DE PAUCARPATA,15604117,55089948,48024515,44257298,38938578,38141941,38140864,69.2
12,Default,040113-300343: MUNICIPALIDAD DISTRITAL DE POCSI,234144,3239973,3216554,2308796,2308796,2308796,2308796,71.3
13,Default,040114-300344: MUNICIPALIDAD DISTRITAL DE POLOBAYA,314320,4192388,2810637,2652728,2631078,2631078,2631078,62.8
14,Default,040115-300345: MUNICIPALIDAD DISTRITAL DE QUEQUE¥A,1601215,9576508,9527393,3015358,3015358,3015358,3015358,31.5
15,Default,040116-300346: MUNICIPALIDAD DISTRITAL DE SABANDIA,1945649,7505895,4526731,2192393,2056298,1919488,1919488,25.6
