,Nombre,Entidad,PIA,PIM,Certificacion,Compromiso anual,Atencion compromiso mensual,Devengado,Girado,Avance
0,Default,440: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,268717301,308696490,307686992,290711952,289645342,278890573,278885184,90.3
1,Default,441: GOBIERNO REGIONAL DEL DEPARTAMENTO DE ANCASH,251396992,363670867,332894392,242910495,241308613,237551260,237531991,65.3
2,Default,442: GOBIERNO REGIONAL DEL DEPARTAMENTO DE APURIMAC,201664389,306713557,262984324,248058397,245657691,234394994,234384846,76.4
3,Default,443: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA,660960332,701254278,675703576,649856772,539445377,531582171,531568025,75.8
4,Default,444: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AYACUCHO,353866206,552042964,540242424,502647864,414336073,393739623,392890304,71.3
5,Default,445: GOBIERNO REGIONAL DEL DEPARTAMENTO DE CAJAMARCA,350521136,581038530,572646033,372021697,350603222,259124136,259124126,44.6
6,Default,446: GOBIERNO REGIONAL DEL DEPARTAMENTO DE CUSCO,598423034,646185811,618316292,588614087,578136657,571564934,571510288,88.5
7,Default,447: GOBIERNO REGIONAL DEL DEPARTAMENTO DE HUANCAVELICA,273436582,345703420,340031943,299002475,236631665,236139459,236139247,68.3
8,Default,448: GOBIERNO REGIONAL DEL DEPARTAMENTO DE HUANUCO,237428426,362067678,350537731,312579648,303734417,251410897,251410737,69.4
9,Default,449: GOBIERNO REGIONAL DEL DEPARTAMENTO DE ICA,277066588,268689980,206341318,180374019,174302052,171301184,171134031,63.8
10,Default,450: GOBIERNO REGIONAL DEL DEPARTAMENTO DE JUNIN,304766755,513380125,440529139,424574871,400050641,307635306,307615829,59.9
11,Default,451: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LA LIBERTAD,404548395,300036967,287211490,264706555,211484119,211294236,211292666,70.4
12,Default,452: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LAMBAYEQUE,264258135,357469847,352144481,343349660,342614764,333162496,333115487,93.2
13,Default,453: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LORETO,583913949,682445261,676374884,634642233,575853173,570144063,570119342,83.5
14,Default,454: GOBIERNO REGIONAL DEL DEPARTAMENTO DE MADRE DE DIOS,136672156,160548375,151215107,147524214,145861009,137854932,128905044,85.9
15,Default,455: GOBIERNO REGIONAL DEL DEPARTAMENTO DE MOQUEGUA,143855267,183243027,174897140,170243079,169557298,166125826,166055373,90.7
16,Default,456: GOBIERNO REGIONAL DEL DEPARTAMENTO DE PASCO,215724348,301460406,291655087,283279541,176128000,175606474,175489887,58.3
17,Default,457: GOBIERNO REGIONAL DEL DEPARTAMENTO DE PIURA,479629164,895974431,866454612,734461159,623536179,541218363,540512848,60.4
18,Default,458: GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO,363592270,429554320,358654625,251844828,194709874,193232658,192774421,45.0
19,Default,459: GOBIERNO REGIONAL DEL DEPARTAMENTO DE SAN MARTIN,208324270,248074849,240633957,237371279,236671005,233025108,233025108,93.9
20,Default,460: GOBIERNO REGIONAL DEL DEPARTAMENTO DE TACNA,238362746,282593349,231221212,222588708,211344983,210871979,210798878,74.6
21,Default,461: GOBIERNO REGIONAL DEL DEPARTAMENTO DE TUMBES,88882792,184069885,163285975,136006823,128942589,87935731,87931213,47.8
22,Default,462: GOBIERNO REGIONAL DEL DEPARTAMENTO DE UCAYALI,251747218,364184259,350076023,334380467,317889453,298569516,282120420,82.0
23,Default,463: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LIMA,150581839,210711860,203647103,193728287,191453231,181692133,181690621,86.2
24,Default,464: GOBIERNO REGIONAL DE LA PROVINCIA CONSTITUCIONAL DEL CALLAO,114724866,158366206,124379428,88700656,84388656,83243653,83243653,52.6
25,Default,465: MUNICIPALIDAD METROPOLITANA DE LIMA,27492732,129927400,118761156,104541527,104507276,92608657,92608657,71.3
