,Nombre,Entidad,PIA,PIM,Certificacion,Compromiso anual,Atencion compromiso mensual,Devengado,Girado,Avance
0,Default,440: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,268717301,305155665,281653751,217942430,192268990,180798067,178502885,59.2
1,Default,441: GOBIERNO REGIONAL DEL DEPARTAMENTO DE ANCASH,251396992,433379889,344558482,245421451,232090914,190936221,179264561,44.1
2,Default,442: GOBIERNO REGIONAL DEL DEPARTAMENTO DE APURIMAC,201664389,318138519,239392502,184782072,178519753,157490652,154320262,49.5
3,Default,443: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA,660960332,856017989,562235743,467838332,466579857,428514998,420876263,50.1
4,Default,444: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AYACUCHO,353866206,545430803,503935000,425804822,328813000,290088592,281781938,53.2
5,Default,445: GOBIERNO REGIONAL DEL DEPARTAMENTO DE CAJAMARCA,350521136,580485612,561332003,399334987,236593860,202732749,194013779,34.9
6,Default,446: GOBIERNO REGIONAL DEL DEPARTAMENTO DE CUSCO,598423034,635347006,577341090,495902824,477863487,436359961,425678854,68.7
7,Default,447: GOBIERNO REGIONAL DEL DEPARTAMENTO DE HUANCAVELICA,273436582,335810280,313950241,255141643,150878563,144139489,142002567,42.9
8,Default,448: GOBIERNO REGIONAL DEL DEPARTAMENTO DE HUANUCO,237428426,338588021,276720594,256316895,228616418,199779802,195695087,59.0
9,Default,449: GOBIERNO REGIONAL DEL DEPARTAMENTO DE ICA,277066588,262568480,191730967,163780223,155921386,122610644,121483150,46.7
10,Default,450: GOBIERNO REGIONAL DEL DEPARTAMENTO DE JUNIN,304766755,512476472,457279643,317645219,232174733,209323110,189755794,40.8
11,Default,451: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LA LIBERTAD,404548395,300036967,281008080,235534239,174427047,168054104,161334021,56.0
12,Default,452: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LAMBAYEQUE,264258135,346508619,333760284,309082518,276877330,246069848,229228479,71.0
13,Default,453: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LORETO,583913949,680264745,671638669,587065076,515220606,471395697,390988906,69.3
14,Default,454: GOBIERNO REGIONAL DEL DEPARTAMENTO DE MADRE DE DIOS,136672156,160548375,140325794,126182601,117401549,103104473,94635041,64.2
15,Default,455: GOBIERNO REGIONAL DEL DEPARTAMENTO DE MOQUEGUA,143855267,178303636,167319854,151211760,147904429,133104327,131446898,74.7
16,Default,456: GOBIERNO REGIONAL DEL DEPARTAMENTO DE PASCO,215724348,300817853,280170847,138098596,136113129,134551788,124799159,44.7
17,Default,457: GOBIERNO REGIONAL DEL DEPARTAMENTO DE PIURA,479629164,892047384,841162175,724811535,544496505,461530792,444888216,51.7
18,Default,458: GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO,363592270,425215820,319642575,176818312,168323647,137683973,132100300,32.4
19,Default,459: GOBIERNO REGIONAL DEL DEPARTAMENTO DE SAN MARTIN,208324270,248073649,240871795,218681169,205784653,185706822,183746762,74.9
20,Default,460: GOBIERNO REGIONAL DEL DEPARTAMENTO DE TACNA,238362746,282912019,240306409,174285735,169229188,160807063,160022345,56.8
21,Default,461: GOBIERNO REGIONAL DEL DEPARTAMENTO DE TUMBES,88882792,184206425,163999534,112674533,111600140,68509155,68082252,37.2
22,Default,462: GOBIERNO REGIONAL DEL DEPARTAMENTO DE UCAYALI,251747218,339003972,311441310,276519374,237683900,219577873,196890521,64.8
23,Default,463: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LIMA,150581839,210711860,193258450,172766644,161534991,137572786,129110561,65.3
24,Default,464: GOBIERNO REGIONAL DE LA PROVINCIA CONSTITUCIONAL DEL CALLAO,114724866,143356047,138613498,79547054,65825725,57097127,55973335,39.8
25,Default,465: MUNICIPALIDAD METROPOLITANA DE LIMA,27492732,127540258,108989791,93279346,92911095,56719015,56412259,44.5
