,Nombre,Entidad,Certificacion,Compromiso anual,Atencion compromiso mensual,Devengado,Girado,Avance
0,1,440: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,35268786,4290244,2208659,2152349,1600685,
1,1,441: GOBIERNO REGIONAL DEL DEPARTAMENTO DE ANCASH,4394336,-10616864,980415,773973,677631,
2,1,442: GOBIERNO REGIONAL DEL DEPARTAMENTO DE APURIMAC,812369,874552,370166,321680,3000,
3,1,443: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA,8701896,-1119248,2375089,2368604,2231382,
4,1,444: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AYACUCHO,-18873537,1217806,315140,299630,129211,
5,1,445: GOBIERNO REGIONAL DEL DEPARTAMENTO DE CAJAMARCA,15254399,-18041103,408542,356083,226172,
6,1,446: GOBIERNO REGIONAL DEL DEPARTAMENTO DE CUSCO,17680995,9644166,6347004,6351165,1864768,
7,1,447: GOBIERNO REGIONAL DEL DEPARTAMENTO DE HUANCAVELICA,1449524,889877,1041435,1041435,0,
8,1,448: GOBIERNO REGIONAL DEL DEPARTAMENTO DE HUANUCO,34606178,2070865,264448,264448,158078,
9,1,449: GOBIERNO REGIONAL DEL DEPARTAMENTO DE ICA,61820383,-3174961,2955874,393244,391773,
10,1,450: GOBIERNO REGIONAL DEL DEPARTAMENTO DE JUNIN,58873539,57155918,20154831,20334445,0,
11,1,451: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LA LIBERTAD,3409755,-15801252,2724534,2704730,2311830,
12,1,452: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LAMBAYEQUE,10272004,7367419,2042560,1857271,1689162,
13,1,453: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LORETO,26073393,4110538,2335946,4616129,519151,
14,1,454: GOBIERNO REGIONAL DEL DEPARTAMENTO DE MADRE DE DIOS,8857961,8333915,2431431,2117597,1477443,
15,1,455: GOBIERNO REGIONAL DEL DEPARTAMENTO DE MOQUEGUA,25395802,7347397,719808,626363,386229,
