,Nombre,Entidad,PIA,PIM,Certificacion,Compromiso anual,Atencion compromiso mensual,Devengado,Girado,Avance
0,Default,440: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,268717301,305155665,286055393,255386413,219240377,203833726,182742636,66.8
1,Default,441: GOBIERNO REGIONAL DEL DEPARTAMENTO DE ANCASH,251396992,431855891,338184018,260758677,243640164,202379817,188998896,46.9
2,Default,442: GOBIERNO REGIONAL DEL DEPARTAMENTO DE APURIMAC,201664389,318871420,251479733,203093833,199103272,179102827,164969946,56.2
3,Default,443: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA,660960332,870770227,581857072,500475171,498017102,461901398,429604035,53.0
4,Default,444: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AYACUCHO,353866206,545430803,513767971,445265319,340998494,306777886,295625528,56.2
5,Default,445: GOBIERNO REGIONAL DEL DEPARTAMENTO DE CAJAMARCA,350521136,580398311,564603456,412840993,245789072,214505427,207195028,37.0
6,Default,446: GOBIERNO REGIONAL DEL DEPARTAMENTO DE CUSCO,598423034,640181749,592850534,528824133,514815281,481081148,439823237,75.1
7,Default,447: GOBIERNO REGIONAL DEL DEPARTAMENTO DE HUANCAVELICA,273436582,335810280,319548490,262254219,161904829,153601492,146273214,45.7
8,Default,448: GOBIERNO REGIONAL DEL DEPARTAMENTO DE HUANUCO,237428426,338588021,313061857,267773480,240968153,204817847,202781793,60.5
9,Default,449: GOBIERNO REGIONAL DEL DEPARTAMENTO DE ICA,277066588,262568480,192115924,164335575,157184217,126148266,125191722,48.0
10,Default,450: GOBIERNO REGIONAL DEL DEPARTAMENTO DE JUNIN,304766755,512476472,478996711,332237185,244573735,227332209,205906964,44.4
11,Default,451: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LA LIBERTAD,404548395,300036967,281716361,236511498,178554074,173593763,167750539,57.9
12,Default,452: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LAMBAYEQUE,264258135,346796896,328194829,309364363,286949364,256245535,246860619,73.9
13,Default,453: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LORETO,583913949,680296687,674588835,598659913,525615678,483183070,417763749,71.0
14,Default,454: GOBIERNO REGIONAL DEL DEPARTAMENTO DE MADRE DE DIOS,136672156,160548375,144682595,132882378,126280936,113274232,100956441,70.6
15,Default,455: GOBIERNO REGIONAL DEL DEPARTAMENTO DE MOQUEGUA,143855267,178810643,170013242,158483837,155956294,142336192,136374024,79.6
16,Default,456: GOBIERNO REGIONAL DEL DEPARTAMENTO DE PASCO,215724348,300817853,280068868,152399286,150687411,148367330,134364660,49.3
17,Default,457: GOBIERNO REGIONAL DEL DEPARTAMENTO DE PIURA,479629164,893210084,844564960,728159085,553468187,476263235,456028305,53.3
18,Default,458: GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO,363592270,425060820,341920643,183024975,174287391,143583912,137671284,33.8
19,Default,459: GOBIERNO REGIONAL DEL DEPARTAMENTO DE SAN MARTIN,208324270,248073649,242681036,226558607,214555193,195987291,188943030,79.0
20,Default,460: GOBIERNO REGIONAL DEL DEPARTAMENTO DE TACNA,238362746,282564497,248815454,189883196,185755445,180755694,173382388,64.0
21,Default,461: GOBIERNO REGIONAL DEL DEPARTAMENTO DE TUMBES,88882792,184206425,168115371,113861363,112875402,69702250,68675332,37.8
22,Default,462: GOBIERNO REGIONAL DEL DEPARTAMENTO DE UCAYALI,251747218,339003972,311715988,277705059,242413120,225510837,199177522,66.5
23,Default,463: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LIMA,150581839,210711860,197247463,176941196,167979679,146809774,137860854,69.7
24,Default,464: GOBIERNO REGIONAL DE LA PROVINCIA CONSTITUCIONAL DEL CALLAO,114724866,143356047,138388168,83794846,69646575,58886322,56963106,41.1
25,Default,465: MUNICIPALIDAD METROPOLITANA DE LIMA,27492732,127540258,110784874,100063007,99931178,67668338,60603082,53.1
