,Nombre,Entidad,PIA,PIM,Certificacion,Compromiso anual,Atencion compromiso mensual,Devengado,Girado,Avance
0,03,440: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,14367901,13322442,13065565,11617821,11613797,11304273,11278141,84.9
1,03,441: GOBIERNO REGIONAL DEL DEPARTAMENTO DE ANCASH,12433558,29683442,20494150,15782403,15355618,11928136,11841285,40.2
2,03,442: GOBIERNO REGIONAL DEL DEPARTAMENTO DE APURIMAC,10906156,11418568,9959837,9131521,8887762,8047268,8022200,70.5
3,03,443: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA,16995908,18670488,16233809,15288065,15277125,11337146,11149492,60.7
4,03,444: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AYACUCHO,7082718,12234380,11495369,11373807,11099863,10212810,10169715,83.5
5,03,445: GOBIERNO REGIONAL DEL DEPARTAMENTO DE CAJAMARCA,14773265,5394781,5087618,4376275,4206745,3160761,3139399,58.6
6,03,446: GOBIERNO REGIONAL DEL DEPARTAMENTO DE CUSCO,16846368,22848856,19425847,17714989,16967021,16330238,15449783,71.5
7,03,447: GOBIERNO REGIONAL DEL DEPARTAMENTO DE HUANCAVELICA,5763902,6276126,5345653,4415464,3762409,3478810,3455875,55.4
8,03,448: GOBIERNO REGIONAL DEL DEPARTAMENTO DE HUANUCO,25335273,9119871,7227060,6489034,6405488,4742347,4509429,52.0
9,03,449: GOBIERNO REGIONAL DEL DEPARTAMENTO DE ICA,7779305,3065760,2600895,2150619,1870698,819967,815494,26.7
10,03,450: GOBIERNO REGIONAL DEL DEPARTAMENTO DE JUNIN,33417901,75351025,74513328,45892020,45426442,44779667,38536309,59.4
11,03,451: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LA LIBERTAD,3349349,16436991,15430301,8824884,6178094,5387228,5387228,32.8
12,03,452: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LAMBAYEQUE,5754148,4987464,4906148,4661763,2073344,1777437,1777437,35.6
13,03,453: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LORETO,268179287,38212749,36321591,29613354,29259786,23461122,20198557,61.4
14,03,454: GOBIERNO REGIONAL DEL DEPARTAMENTO DE MADRE DE DIOS,19313002,26806859,21485271,19053817,16846581,14437051,12892270,53.9
15,03,455: GOBIERNO REGIONAL DEL DEPARTAMENTO DE MOQUEGUA,5095883,6139184,5538656,5101044,5031294,3732345,3721871,60.8
16,03,456: GOBIERNO REGIONAL DEL DEPARTAMENTO DE PASCO,13223220,13297086,12924498,9117453,9072377,8784286,8320063,66.1
17,03,457: GOBIERNO REGIONAL DEL DEPARTAMENTO DE PIURA,22155818,40391508,38315924,37985474,36550831,34345672,28894579,85.0
18,03,458: GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO,16636557,6001633,4014500,4007216,3935070,335722,335722,5.6
19,03,459: GOBIERNO REGIONAL DEL DEPARTAMENTO DE SAN MARTIN,45182108,30742422,27860582,26855011,24326778,22461927,22279037,73.1
20,03,460: GOBIERNO REGIONAL DEL DEPARTAMENTO DE TACNA,28352405,64006562,63057499,53631265,52792903,49648085,49629432,77.6
21,03,461: GOBIERNO REGIONAL DEL DEPARTAMENTO DE TUMBES,2024888,12929834,11204872,11149102,11134856,10492977,10469677,81.2
22,03,462: GOBIERNO REGIONAL DEL DEPARTAMENTO DE UCAYALI,22445921,34231335,31294784,28388110,27868743,26884931,26024812,78.5
23,03,463: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LIMA,10243647,5914105,5740844,5667457,5642377,5096222,5052936,86.2
24,03,464: GOBIERNO REGIONAL DE LA PROVINCIA CONSTITUCIONAL DEL CALLAO,29499758,2418561,1995482,1820213,1547712,1215989,1215989,50.3
25,03,465: MUNICIPALIDAD METROPOLITANA DE LIMA,0,730838,426715,426714,426714,286482,278082,39.2
0,05,440: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,1339905,2495053,2458066,1064817,872722,872722,872722,35.0
1,05,441: GOBIERNO REGIONAL DEL DEPARTAMENTO DE ANCASH,0,20930614,20535943,19332514,15195104,11639709,11639709,55.6
2,05,442: GOBIERNO REGIONAL DEL DEPARTAMENTO DE APURIMAC,2651820,6180241,3318887,3276972,2896643,2652164,2570764,42.9
3,05,443: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA,4000000,2755288,2694793,1276793,1276793,1270253,1270253,46.1
4,05,444: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AYACUCHO,0,200000,199868,199079,196931,190901,184721,95.5
5,05,446: GOBIERNO REGIONAL DEL DEPARTAMENTO DE CUSCO,20719142,36497459,34302073,32523417,32361278,31040142,30476593,85.0
6,05,447: GOBIERNO REGIONAL DEL DEPARTAMENTO DE HUANCAVELICA,349999,2121482,2009530,1984125,1432985,1313506,1312630,61.9
