,Nombre,Entidad,PIA,PIM,Certificacion,Compromiso anual,Atencion compromiso mensual,Devengado,Girado,Avance
0,03,440: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,14367901,13322442,13128243,11995154,11991029,11855663,11822978,89.0
1,03,441: GOBIERNO REGIONAL DEL DEPARTAMENTO DE ANCASH,12433558,30503042,23282935,18446876,18035772,13488946,12913052,44.2
2,03,442: GOBIERNO REGIONAL DEL DEPARTAMENTO DE APURIMAC,10906156,11353568,10422092,9896978,9765461,8881261,8701481,78.2
3,03,443: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA,16995908,20638088,16381594,15431489,15412195,11788852,11576060,57.1
4,03,444: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AYACUCHO,7082718,11765418,11360412,11241288,11065717,10612844,10315028,90.2
5,03,445: GOBIERNO REGIONAL DEL DEPARTAMENTO DE CAJAMARCA,14773265,5394781,4914206,4522676,4357508,3580991,3478799,66.4
6,03,446: GOBIERNO REGIONAL DEL DEPARTAMENTO DE CUSCO,16846368,23001695,21375575,20474664,18771216,17719078,16976581,77.0
7,03,447: GOBIERNO REGIONAL DEL DEPARTAMENTO DE HUANCAVELICA,5763902,6055774,5509530,4486221,3906057,3699650,3552700,61.1
8,03,448: GOBIERNO REGIONAL DEL DEPARTAMENTO DE HUANUCO,25335273,8712448,7372921,6842740,6785880,5071868,5044408,58.2
9,03,449: GOBIERNO REGIONAL DEL DEPARTAMENTO DE ICA,7779305,3070260,2637588,2150119,1845698,824467,824467,26.9
10,03,450: GOBIERNO REGIONAL DEL DEPARTAMENTO DE JUNIN,33417901,75351025,74824885,48982624,48342803,47642618,38784666,63.2
11,03,451: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LA LIBERTAD,3349349,16436991,15430301,8831884,6333567,5485228,5481228,33.4
12,03,452: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LAMBAYEQUE,5754148,4797378,4743730,4736918,4707504,1844479,1837997,38.4
