,Nombre,Entidad,PIA,PIM,Certificacion,Compromiso anual,Atencion compromiso mensual,Devengado,Girado,Avance
0,03,440: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,14367901,13322442,13075815,11695071,11674547,11380823,11314688,85.4
1,03,441: GOBIERNO REGIONAL DEL DEPARTAMENTO DE ANCASH,12433558,29683442,20737205,16006166,15590152,11979883,11866530,40.4
2,03,442: GOBIERNO REGIONAL DEL DEPARTAMENTO DE APURIMAC,10906156,11418568,10064750,9399020,9125394,8083697,8036790,70.8
3,03,443: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA,16995908,18670488,16234175,15294180,15286240,11358083,11259873,60.8
4,03,444: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AYACUCHO,7082718,11765418,11501365,11373807,11136116,10253193,10201115,87.1
5,03,445: GOBIERNO REGIONAL DEL DEPARTAMENTO DE CAJAMARCA,14773265,5394781,5091627,4396779,4253190,3253395,3172204,60.3
6,03,446: GOBIERNO REGIONAL DEL DEPARTAMENTO DE CUSCO,16846368,22848856,20990580,19787781,18183186,16601720,16070889,72.7
7,03,447: GOBIERNO REGIONAL DEL DEPARTAMENTO DE HUANCAVELICA,5763902,6276126,5353047,4455964,3787374,3530215,3481380,56.2
8,03,448: GOBIERNO REGIONAL DEL DEPARTAMENTO DE HUANUCO,25335273,9119871,7347032,6602775,6370338,4756744,4591544,52.2
9,03,449: GOBIERNO REGIONAL DEL DEPARTAMENTO DE ICA,7779305,3065760,2600895,2150619,1870698,819967,808250,26.7
10,03,450: GOBIERNO REGIONAL DEL DEPARTAMENTO DE JUNIN,33417901,75351025,74709949,48640994,48001705,44796557,38589847,59.5
11,03,451: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LA LIBERTAD,3349349,16436991,15430301,8824884,6178094,5477228,5387228,33.3
12,03,452: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LAMBAYEQUE,5754148,4983956,4911803,4703418,2123344,1804437,1777437,36.2
13,03,453: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LORETO,268179287,38212749,37091192,30204756,29715288,23688979,20783284,62.0
14,03,454: GOBIERNO REGIONAL DEL DEPARTAMENTO DE MADRE DE DIOS,19313002,26806859,21521373,19165731,17294298,14681806,13126880,54.8
15,03,455: GOBIERNO REGIONAL DEL DEPARTAMENTO DE MOQUEGUA,5095883,6077183,5538329,5150957,5116207,3785094,3738226,62.3
16,03,456: GOBIERNO REGIONAL DEL DEPARTAMENTO DE PASCO,13223220,13297086,12939655,9177979,9135271,8790286,8328619,66.1
17,03,457: GOBIERNO REGIONAL DEL DEPARTAMENTO DE PIURA,22155818,40425508,38504629,38056874,36777114,34801853,29613717,86.1
18,03,458: GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO,16636557,6001633,4397000,4009216,3937070,339070,335722,5.7
19,03,459: GOBIERNO REGIONAL DEL DEPARTAMENTO DE SAN MARTIN,45182108,30742422,28081752,26954835,24434622,22708842,22519811,73.9
20,03,460: GOBIERNO REGIONAL DEL DEPARTAMENTO DE TACNA,28352405,64003047,63068041,53655535,52817174,52414642,52406131,81.9
21,03,461: GOBIERNO REGIONAL DEL DEPARTAMENTO DE TUMBES,2024888,12929834,11204872,11180689,11166443,10520487,10496023,81.4
22,03,462: GOBIERNO REGIONAL DEL DEPARTAMENTO DE UCAYALI,22445921,34231335,31360519,28419144,27900525,26989535,26053490,78.8
23,03,463: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LIMA,10243647,5914105,5747344,5679107,5647527,5181253,5058436,87.6
24,03,464: GOBIERNO REGIONAL DE LA PROVINCIA CONSTITUCIONAL DEL CALLAO,29499758,2246478,1995482,1820213,1547712,1215989,1215989,54.1
25,03,465: MUNICIPALIDAD METROPOLITANA DE LIMA,0,730838,426715,426714,426714,326032,278082,44.6
0,05,440: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,1339905,2520053,2233549,1118670,926574,926130,872722,36.8
1,05,441: GOBIERNO REGIONAL DEL DEPARTAMENTO DE ANCASH,0,20930614,20536583,19333967,15184557,12045560,12045560,57.6
2,05,442: GOBIERNO REGIONAL DEL DEPARTAMENTO DE APURIMAC,2651820,6180241,3824317,3312135,2954674,2674787,2674287,43.3
3,05,443: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA,4000000,2755288,2694793,1276793,1276793,1270253,1270253,46.1
4,05,444: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AYACUCHO,0,200000,199079,199079,196931,190901,184721,95.5
5,05,446: GOBIERNO REGIONAL DEL DEPARTAMENTO DE CUSCO,20719142,37825708,35302118,33556869,33443138,32035126,30541574,84.7
6,05,447: GOBIERNO REGIONAL DEL DEPARTAMENTO DE HUANCAVELICA,349999,2121482,2009530,1984125,1432985,1313506,1312630,61.9
7,05,448: GOBIERNO REGIONAL DEL DEPARTAMENTO DE HUANUCO,111405,2949876,2638048,2021766,2005825,1221910,1220350,41.4
8,05,449: GOBIERNO REGIONAL DEL DEPARTAMENTO DE ICA,135089382,56118121,48051682,46661434,45589589,26359870,24005274,47.0
9,05,450: GOBIERNO REGIONAL DEL DEPARTAMENTO DE JUNIN,0,265000,264900,234900,229800,94950,74950,35.8
10,05,451: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LA LIBERTAD,0,434027,367750,367750,367750,367750,367750,84.7
11,05,452: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LAMBAYEQUE,2868993,13038686,12437646,11701022,10402249,10140920,9948364,77.8
12,05,455: GOBIERNO REGIONAL DEL DEPARTAMENTO DE MOQUEGUA,100000,679966,676526,672697,672697,672697,672697,98.9
13,05,456: GOBIERNO REGIONAL DEL DEPARTAMENTO DE PASCO,558999,5835109,5534152,4747193,4263364,4260153,4157287,73.0
14,05,457: GOBIERNO REGIONAL DEL DEPARTAMENTO DE PIURA,26208710,97365451,97197622,95176880,76882523,76262040,76193280,78.3
15,05,458: GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO,0,502183,492668,473715,473715,437080,434110,87.0
16,05,459: GOBIERNO REGIONAL DEL DEPARTAMENTO DE SAN MARTIN,2580042,2925546,2923086,2583679,2582542,2582542,2582542,88.3
17,05,460: GOBIERNO REGIONAL DEL DEPARTAMENTO DE TACNA,111308,1846299,1744425,1742384,1738865,1622735,1619750,87.9
18,05,461: GOBIERNO REGIONAL DEL DEPARTAMENTO DE TUMBES,8308399,22358454,21970731,4754029,4754029,4718292,4718292,21.1
19,05,462: GOBIERNO REGIONAL DEL DEPARTAMENTO DE UCAYALI,0,1095055,1095055,203390,50847,50847,50847,4.6
20,05,463: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LIMA,9812597,7929121,6175909,5806157,5734485,5375983,5245550,67.8
21,05,464: GOBIERNO REGIONAL DE LA PROVINCIA CONSTITUCIONAL DEL CALLAO,0,1029643,1029643,1029643,1005924,1005924,1005924,97.7
22,05,465: MUNICIPALIDAD METROPOLITANA DE LIMA,0,3449601,3335907,3005716,3005716,6600,6600,0.2
0,07,447: GOBIERNO REGIONAL DEL DEPARTAMENTO DE HUANCAVELICA,500000,0,0,0,0,0,0,0.0
1,07,448: GOBIERNO REGIONAL DEL DEPARTAMENTO DE HUANUCO,0,912275,679529,676202,676202,622881,622413,68.3
2,07,454: GOBIERNO REGIONAL DEL DEPARTAMENTO DE MADRE DE DIOS,0,1764909,247527,198524,198524,40378,27702,2.3
3,07,457: GOBIERNO REGIONAL DEL DEPARTAMENTO DE PIURA,0,25000,25000,25000,25000,17500,17500,70.0
0,08,440: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,0,269383,210163,210137,206637,206637,206637,76.7
1,08,442: GOBIERNO REGIONAL DEL DEPARTAMENTO DE APURIMAC,0,32256,26500,26500,26500,0,0,0.0
2,08,443: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA,0,22925,18925,18925,18925,18925,18925,82.6
3,08,444: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AYACUCHO,10000000,1644697,1473693,1372818,1366477,972354,939243,59.1
4,08,453: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LORETO,0,121760,121760,121760,121760,121760,121760,100.0
5,08,455: GOBIERNO REGIONAL DEL DEPARTAMENTO DE MOQUEGUA,0,238028,238028,237900,237900,193240,193240,81.2
6,08,456: GOBIERNO REGIONAL DEL DEPARTAMENTO DE PASCO,0,4500,4500,4500,4500,4500,4500,100.0
7,08,458: GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO,8000000,437738,313068,311876,311866,285156,282056,65.1
8,08,461: GOBIERNO REGIONAL DEL DEPARTAMENTO DE TUMBES,0,250424,250335,200335,200335,200335,200335,80.0
9,08,463: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LIMA,12000000,749928,674289,661204,656204,543272,540872,72.4
10,08,464: GOBIERNO REGIONAL DE LA PROVINCIA CONSTITUCIONAL DEL CALLAO,0,585300,546000,428000,428000,318200,318200,54.4
0,09,440: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,14542886,11360142,11267729,10208641,9259694,9186444,9147517,80.9
1,09,441: GOBIERNO REGIONAL DEL DEPARTAMENTO DE ANCASH,0,5369404,5369403,5010705,5010705,4910405,4906478,91.5
2,09,442: GOBIERNO REGIONAL DEL DEPARTAMENTO DE APURIMAC,0,273050,226030,218182,218182,83293,80293,30.5
3,09,443: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA,40563180,753982,139876,139876,139876,18809,18809,2.5
4,09,444: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AYACUCHO,699999,1832056,1789302,1778891,1685153,1334460,1215624,72.8
5,09,445: GOBIERNO REGIONAL DEL DEPARTAMENTO DE CAJAMARCA,0,20000,18387,18387,18387,0,0,0.0
6,09,446: GOBIERNO REGIONAL DEL DEPARTAMENTO DE CUSCO,10937968,9010234,7891412,7477310,7062448,6693422,6598660,74.3
7,09,447: GOBIERNO REGIONAL DEL DEPARTAMENTO DE HUANCAVELICA,300000,324606,322481,320981,223238,223238,223238,68.8
8,09,448: GOBIERNO REGIONAL DEL DEPARTAMENTO DE HUANUCO,0,99599,69120,69120,50220,4920,4920,4.9
9,09,449: GOBIERNO REGIONAL DEL DEPARTAMENTO DE ICA,7000,0,0,0,0,0,0,0.0
10,09,453: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LORETO,22200785,37773178,37557643,35053469,29382395,28155815,19464323,74.5
11,09,455: GOBIERNO REGIONAL DEL DEPARTAMENTO DE MOQUEGUA,800000,2050000,1952916,1668101,1581909,1316009,1287628,64.2
12,09,459: GOBIERNO REGIONAL DEL DEPARTAMENTO DE SAN MARTIN,0,1039769,1023948,1023948,1023948,877852,877852,84.4
13,09,460: GOBIERNO REGIONAL DEL DEPARTAMENTO DE TACNA,0,1384284,901941,891790,890458,740710,722312,53.5
14,09,461: GOBIERNO REGIONAL DEL DEPARTAMENTO DE TUMBES,0,6184629,6085130,20000,20000,20000,20000,0.3
15,09,462: GOBIERNO REGIONAL DEL DEPARTAMENTO DE UCAYALI,4161046,2888588,2187669,1599519,1599519,1472864,1472864,51.0
16,09,463: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LIMA,1788219,545438,360903,173911,173911,152382,152382,27.9
17,09,465: MUNICIPALIDAD METROPOLITANA DE LIMA,0,1271126,1271125,1121852,1121852,1121852,1121852,88.3
0,10,440: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,2850000,10372441,9685529,7195410,7194110,6642129,6584464,64.0
1,10,441: GOBIERNO REGIONAL DEL DEPARTAMENTO DE ANCASH,26335078,103094207,90986991,56969395,55733594,43987411,43717371,42.7
2,10,442: GOBIERNO REGIONAL DEL DEPARTAMENTO DE APURIMAC,27775727,73579793,58121888,43450595,42597056,37380196,36232778,50.8
3,10,443: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA,131073704,302522198,102664808,90217840,89359869,77039755,76326542,25.5
4,10,444: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AYACUCHO,41211044,88158694,76824648,60875287,58458783,49161441,48128419,55.8
5,10,445: GOBIERNO REGIONAL DEL DEPARTAMENTO DE CAJAMARCA,18316571,43509451,38425714,31250580,27134866,21653509,21162329,49.8
6,10,446: GOBIERNO REGIONAL DEL DEPARTAMENTO DE CUSCO,128692849,113267153,106432792,93841915,92683787,88331372,87525360,78.0
7,10,447: GOBIERNO REGIONAL DEL DEPARTAMENTO DE HUANCAVELICA,17278816,31417962,28472487,24377831,22332439,20263775,20121893,64.5
8,10,448: GOBIERNO REGIONAL DEL DEPARTAMENTO DE HUANUCO,39583096,40380763,34441612,30705664,29594447,26839932,26735061,66.5
9,10,449: GOBIERNO REGIONAL DEL DEPARTAMENTO DE ICA,67051823,46457082,24337610,19722052,19262933,18504729,18315900,39.8
10,10,450: GOBIERNO REGIONAL DEL DEPARTAMENTO DE JUNIN,2600000,10546148,9897002,4865469,4524923,4243503,4109308,40.2
11,10,451: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LA LIBERTAD,320493105,86670745,81500572,69205402,61552690,56636005,53774540,65.3
12,10,452: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LAMBAYEQUE,167890742,196126754,193971035,190691195,185146191,174038186,169735266,88.7
13,10,453: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LORETO,39476354,54590846,53391200,49991109,48429185,36855994,26087029,67.5
14,10,454: GOBIERNO REGIONAL DEL DEPARTAMENTO DE MADRE DE DIOS,20664890,18375355,16181272,12838620,11578061,9593960,7484226,52.2
15,10,455: GOBIERNO REGIONAL DEL DEPARTAMENTO DE MOQUEGUA,75675842,71493658,67298963,62709397,60381377,54146419,52902251,75.7
16,10,456: GOBIERNO REGIONAL DEL DEPARTAMENTO DE PASCO,10834004,13909064,13701066,6845723,6837359,6759427,6691189,48.6
17,10,457: GOBIERNO REGIONAL DEL DEPARTAMENTO DE PIURA,88651743,119488528,106685484,78855232,58209120,56535641,53850597,47.3
18,10,458: GOBIERNO REGIONAL DEL DEPARTAMENTO DE PUNO,37875139,53518268,47417792,44259291,43394520,38515226,37615775,72.0
19,10,459: GOBIERNO REGIONAL DEL DEPARTAMENTO DE SAN MARTIN,21794898,24392356,23633746,21879016,20733096,17610901,17468260,72.2
20,10,460: GOBIERNO REGIONAL DEL DEPARTAMENTO DE TACNA,78348177,53420006,34012065,22962324,22732387,20481707,19462081,38.3
21,10,461: GOBIERNO REGIONAL DEL DEPARTAMENTO DE TUMBES,2634025,6210220,5408087,3662100,3653342,3539714,3484748,57.0
22,10,462: GOBIERNO REGIONAL DEL DEPARTAMENTO DE UCAYALI,2180162,9782639,9497369,6758980,6721914,5648780,5210486,57.7
23,10,463: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LIMA,28896764,32469682,30436917,24223526,24220769,21115086,18150038,65.0
24,10,465: MUNICIPALIDAD METROPOLITANA DE LIMA,15192246,14213151,12837811,12633618,12265366,10087705,10018330,71.0
0,11,441: GOBIERNO REGIONAL DEL DEPARTAMENTO DE ANCASH,0,1001106,974866,771370,771370,446347,446347,44.6
1,11,442: GOBIERNO REGIONAL DEL DEPARTAMENTO DE APURIMAC,0,90000,67500,0,0,0,0,0.0
2,11,443: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA,0,2194391,1972327,1561936,1561936,1551197,1551197,70.7
