,Nombre,Entidad,PIA,PIM,Certificacion,Compromiso anual,Atencion compromiso mensual,Devengado,Girado,Avance
0,03,440: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,14367901,13322442,13070815,11628421,11624397,11318173,11293904,85.0
1,03,441: GOBIERNO REGIONAL DEL DEPARTAMENTO DE ANCASH,12433558,29683442,20737582,15894256,15483152,11949883,11859244,40.3
2,03,442: GOBIERNO REGIONAL DEL DEPARTAMENTO DE APURIMAC,10906156,11418568,10008352,9276961,9033202,8067468,8024490,70.7
3,03,443: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA,16995908,18670488,16236309,15288065,15277125,11346783,11190397,60.8
4,03,444: GOBIERNO REGIONAL DEL DEPARTAMENTO DE AYACUCHO,7082718,12234380,11501365,11373807,11136116,10253193,10169715,83.8
5,03,445: GOBIERNO REGIONAL DEL DEPARTAMENTO DE CAJAMARCA,14773265,5394781,5086707,4376275,4226670,3226825,3157044,59.8
6,03,446: GOBIERNO REGIONAL DEL DEPARTAMENTO DE CUSCO,16846368,22848856,19572009,17839799,17091831,16418329,15518796,71.9
7,03,447: GOBIERNO REGIONAL DEL DEPARTAMENTO DE HUANCAVELICA,5763902,6276126,5345653,4455964,3764409,3489820,3470370,55.6
8,03,448: GOBIERNO REGIONAL DEL DEPARTAMENTO DE HUANUCO,25335273,9119871,7330826,6599869,6370338,4748244,4570657,52.1
9,03,449: GOBIERNO REGIONAL DEL DEPARTAMENTO DE ICA,7779305,3065760,2600895,2150619,1870698,819967,819967,26.7
10,03,450: GOBIERNO REGIONAL DEL DEPARTAMENTO DE JUNIN,33417901,75351025,74531328,45898120,45463292,44790617,38548905,59.4
11,03,451: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LA LIBERTAD,3349349,16436991,15430301,8824884,6178094,5477228,5387228,33.3
12,03,452: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LAMBAYEQUE,5754148,4983956,4920148,4711763,2123344,1777437,1777437,35.7
13,03,453: GOBIERNO REGIONAL DEL DEPARTAMENTO DE LORETO,268179287,38212749,36321591,29625354,29322786,23500657,20506612,61.5
14,03,454: GOBIERNO REGIONAL DEL DEPARTAMENTO DE MADRE DE DIOS,19313002,26806859,21335479,19152277,17143441,14449547,12907708,53.9
